ACB1	Acyl-CoA-binding protein, transports newly synthesized acyl-CoA esters from fatty acid synthetase (Fas1p-Fas2p) to acyl-CoA-consuming processes\; subject to starvation-induced, Grh1p-mediated unconventional secretion	ACB1	entrez^yeast
ACE2	Transcription factor that activates expression of early G1-specific genes, localizes to daughter cell nuclei after cytokinesis and delays G1 progression in daughters, localization is regulated by phosphorylation\; potential Cdc28p substrate	ACE2	entrez^yeast
ACF2	Intracellular beta-1,3-endoglucanase, expression is induced during sporulation\; may have a role in cortical actin cytoskeleton assembly	ACF2	entrez^yeast
ACF4	Protein of unknown function, computational analysis of large-scale protein-protein interaction data suggests a possible role in actin cytoskeleton organization\; potential Cdc28p substrate	ACF4	entrez^yeast
ACH1	Protein with CoA transferase activity, particularly for CoASH transfer from succinyl-CoA to acetate\; has minor acetyl-CoA-hydrolase activity\; phosphorylated\; required for acetate utilization and for diploid pseudohyphal growth	ACH1	entrez^yeast
ACK1	Protein that functions upstream of Pkc1p in the cell wall integrity pathway\; GFP-fusion protein expression is induced in response to the DNA-damaging agent MMS\; non-tagged Ack1p is detected in purified mitochondria	ACK1	entrez^yeast
ACM1	Pseudosubstrate inhibitor of the anaphase-promoting complex/cyclosome (APC/C), that suppresses APC/C [Cdh1]-mediated proteolysis of mitotic cyclins\; associates with Cdh1p, Bmh1p and Bmh2p\; cell cycle regulated protein	ACM1	entrez^yeast
ACN9	Protein of the mitochondrial intermembrane space, required for acetate utilization and gluconeogenesis\; has orthologs in higher eukaryotes	ACN9	entrez^yeast
ACS1	Acetyl-coA synthetase isoform which, along with Acs2p, is the nuclear source of acetyl-coA for histone acetlyation\; expressed during growth on nonfermentable carbon sources and under aerobic conditions	ACS1	entrez^yeast
ADA2	ADA2	ADA2	entrez^yeast
ADD66	Protein involved in 20S proteasome assembly\; forms a heterodimer with Pba1p that binds to proteasome precursors\; similar to human PAC2 constituent of the PAC1-PAC2 complex involved in proteasome assembly	ADD66	entrez^yeast
ADE1	N-succinyl-5-aminoimidazole-4-carboxamide ribotide (SAICAR) synthetase, required for \'de novo\' purine nucleotide biosynthesis\; red pigment accumulates in mutant cells deprived of adenine	ADE1	entrez^yeast
ADE16	Enzyme of \'de novo\' purine biosynthesis containing both 5-aminoimidazole-4-carboxamide ribonucleotide transformylase and inosine monophosphate cyclohydrolase activities, isozyme of Ade17p\; ade16 ade17 mutants require adenine and histidine	ADE16	entrez^yeast
ADE17	Enzyme of \'de novo\' purine biosynthesis containing both 5-aminoimidazole-4-carboxamide ribonucleotide transformylase and inosine monophosphate cyclohydrolase activities, isozyme of Ade16p\; ade16 ade17 mutants require adenine and histidine	ADE17	entrez^yeast
ADE2	Phosphoribosylaminoimidazole carboxylase, catalyzes a step in the \'de novo\' purine nucleotide biosynthetic pathway\; red pigment accumulates in mutant cells deprived of adenine	ADE2	entrez^yeast
ADE4	Phosphoribosylpyrophosphate amidotransferase (PRPPAT\; amidophosphoribosyltransferase), catalyzes first step of the \'de novo\' purine nucleotide biosynthetic pathway	ADE4	entrez^yeast
ADE5\,7	ADE5\,7	ADE5\,7	entrez^yeast
ADE6	ADE6	ADE6	entrez^yeast
ADE8	ADE8	ADE8	entrez^yeast
ADH1	Alcohol dehydrogenase, fermentative isozyme active as homo- or heterotetramers\; required for the reduction of acetaldehyde to ethanol, the last step in the glycolytic pathway	ADH1	entrez^yeast
ADH2	Glucose-repressible alcohol dehydrogenase II, catalyzes the conversion of ethanol to acetaldehyde\; involved in the production of certain carboxylate esters\; regulated by ADR1	ADH2	entrez^yeast
ADH3	Mitochondrial alcohol dehydrogenase isozyme III\; involved in the shuttling of mitochondrial NADH to the cytosol under anaerobic conditions and ethanol production	ADH3	entrez^yeast
ADH4	Alcohol dehydrogenase isoenzyme type IV, dimeric enzyme demonstrated to be zinc-dependent despite sequence similarity to iron-activated alcohol dehydrogenases\; transcription is induced in response to zinc deficiency	ADH4	entrez^yeast
ADH5	Alcohol dehydrogenase isoenzyme V\; involved in ethanol production	ADH5	entrez^yeast
ADH6	NADPH-dependent medium chain alcohol dehydrogenase with broad substrate specificity\; member of the cinnamyl family of alcohol dehydrogenases\; may be involved in fusel alcohol synthesis or in aldehyde tolerance	ADH6	entrez^yeast
ADH7	NADPH-dependent medium chain alcohol dehydrogenase with broad substrate specificity\; member of the cinnamyl family of alcohol dehydrogenases\; may be involved in fusel alcohol synthesis or in aldehyde tolerance	ADH7	entrez^yeast
ADI1	Acireductone dioxygenease involved in the methionine salvage pathway\; ortholog of human MTCBP-1\; transcribed with YMR010W and regulated post-transcriptionally by RNase III (Rnt1p) cleavage\; ADI1 mRNA is induced in heat shock conditions	ADI1	entrez^yeast
ADK2	Mitochondrial adenylate kinase, catalyzes the reversible synthesis of GTP and AMP from GDP and ADP\; may serve as a back-up for synthesizing GTP or ADP depending on metabolic conditions\; 3\' sequence of ADK2 varies with strain background	ADK2	entrez^yeast
ADP1	ADP1	ADP1	entrez^yeast
ADR1	ADR1	ADR1	entrez^yeast
ADY2	Acetate transporter required for normal sporulation\; phosphorylated in mitochondria	ADY2	entrez^yeast
ADY3	Protein required for spore wall formation, thought to mediate assembly of a Don1p-containing structure at the leading edge of the prospore membrane via interaction with spindle pole body components\; potentially phosphorylated by Cdc28p	ADY3	entrez^yeast
ADY4	ADY4	ADY4	entrez^yeast
AEP2	Mitochondrial protein, likely involved in translation of the mitochondrial OLI1 mRNA\; exhibits genetic interaction with the OLI1 mRNA 5\'-untranslated leader	AEP2	entrez^yeast
AFG3	AFG3	AFG3	entrez^yeast
AFI1	Arf3p polarization-specific docking factor, required for the polarized distribution of the ADP-ribosylation factor, Arf3p\; participates in polarity development and maintenance of a normal haploid budding pattern\; interacts with Cnm7p	AFI1	entrez^yeast
AFR1	Protein required for pheromone-induced projection (shmoo) formation\; regulates septin architecture during mating\; has an RVXF motif that mediates targeting of Glc7p to mating projections\; interacts with Cdc12p	AFR1	entrez^yeast
AFT1	Transcription factor involved in iron utilization and homeostasis\; binds the consensus site PyPuCACCCPu and activates the expression of target genes in response to changes in iron availability	AFT1	entrez^yeast
AFT2	Iron-regulated transcriptional activator\; activates genes involved in intracellular iron use and required for iron homeostasis and resistance to oxidative stress\; similar to Aft1p	AFT2	entrez^yeast
AGA1	AGA1	AGA1	entrez^yeast
AGA2	AGA2	AGA2	entrez^yeast
AGC1	Mitochondrial amino acid transporter, acts both as a glutamate uniporter and as an aspartate-glutamate exchanger\; involved in nitrogen metabolism and nitrogen compound biosynthesis	AGC1	entrez^yeast
AGE1	ADP-ribosylation factor (ARF) GTPase activating protein (GAP) effector, involved in the secretory and endocytic pathways\; contains C2C2H2 cysteine/histidine motif	AGE1	entrez^yeast
AGE2	ADP-ribosylation factor (ARF) GTPase activating protein (GAP) effector, involved in Trans-Golgi-Network (TGN) transport\; contains C2C2H2 cysteine/histidine motif	AGE2	entrez^yeast
AGP1	Low-affinity amino acid permease with broad substrate range, involved in uptake of asparagine, glutamine, and other amino acids\; expression is regulated by the SPS plasma membrane amino acid sensor system (Ssy1p-Ptr3p-Ssy5p)	AGP1	entrez^yeast
AGP2	High affinity polyamine permease, preferentially uses spermidine over putrescine\; expression is down-regulated by osmotic stress\; plasma membrane carnitine transporter, also functions as a low-affinity amino acid permease	AGP2	entrez^yeast
AGP3	Low-affinity amino acid permease, may act to supply the cell with amino acids as nitrogen source in nitrogen-poor conditions\; transcription is induced under conditions of sulfur limitation\; plays a role in regulating Ty1 transposition	AGP3	entrez^yeast
AGX1	Alanine:glyoxylate aminotransferase (AGT), catalyzes the synthesis of glycine from glyoxylate, which is one of three pathways for glycine biosynthesis in yeast\; has similarity to mammalian and plant alanine:glyoxylate aminotransferases	AGX1	entrez^yeast
AHA1	Co-chaperone that binds to Hsp82p and activates its ATPase activity\; similar to Hch1p\; expression is regulated by stresses such as heat shock	AHA1	entrez^yeast
AHC1	AHC1	AHC1	entrez^yeast
AHC2	Protein of unknown function, putative transcriptional regulator\; proposed to be a Ada Histone acetyltransferase complex component\; GFP tagged protein is localized to the cytoplasm and nucleus	AHC2	entrez^yeast
AHP1	Thiol-specific peroxiredoxin, reduces hydroperoxides to protect against oxidative damage\; function in vivo requires covalent conjugation to Urm1p	AHP1	entrez^yeast
AIF1	AIF1	AIF1	entrez^yeast
AIM1	Protein involved in mitochondrial function or organization\; null mutant displays elevated frequency of mitochondrial genome loss	AIM1	entrez^yeast
AIM11	Protein of unknown function\; null mutant is viable but shows increased loss of mitochondrial genome and synthetic interaction with prohibitin (phb1)\; contains an intron	AIM11	entrez^yeast
AIM13	Putative protein of unknown function\; the authentic, non-tagged protein is detected in highly purified mitochondria\; null mutant displays reduced respiratory growth and reduced frequency of mitochondrial genome loss	AIM13	entrez^yeast
AIM14	Putative protein of with similarity to iron/copper reductases (FRE1-8), possibly involved in iron homeostasis\; may interact with ribosomes\; null mutant displays elevated frequency of mitochondrial genome loss	AIM14	entrez^yeast
AIM17	Putative protein of unknown function\; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies\; null mutant displays reduced frequency of mitochondrial genome loss	AIM17	entrez^yeast
AIM18	Putative protein of unknown function\; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies\; null mutant displays elevated frequency of mitochondrial genome loss	AIM18	entrez^yeast
AIM2	Cytoplasmic protein involved in mitochondrial function or organization\; null mutant displays reduced frequency of mitochondrial genome loss\; potential Hsp82p interactor	AIM2	entrez^yeast
AIM20	Putative protein of unknown function\; overexpression causes a cell cycle delay or arrest\; green fluorescent protein (GFP)-fusion protein localizes to the vacuole\; null mutant displays elevated frequency of mitochondrial genome loss	AIM20	entrez^yeast
AIM21	Protein of unknown function involved in mitochondrial migration along actin filament\; may interact with ribosomes\; GFP-fusion protein colocalizes with Sac1p to the actin cytoskeleton	AIM21	entrez^yeast
AIM22	Putative lipoate-protein ligase, required along with Lip2 and Lip5 for lipoylation of Lat1p and Kgd2p\; similar to E. coli LplA\; null mutant displays reduced frequency of mitochondrial genome loss	AIM22	entrez^yeast
AIM24	Protein of unknown function\; the authentic, non-tagged protein is detected in purified mitochondria in high-throughput studies\; null mutant displays reduced respiratory growth and elevated frequency of mitochondrial genome loss	AIM24	entrez^yeast
AIM25	Putative protein of unknown function\; non-tagged protein is detected in purified mitochondria in high-throughput studies\; similar to murine NOR1\; null mutant is viable and displays elevated frequency of mitochondrial genome loss	AIM25	entrez^yeast
AIM28	AIM28	AIM28	entrez^yeast
AIM29	Putative protein of unknown function\; epitope-tagged protein localizes to the cytoplasm\; YKR074W is not an essential gene\; null mutant displays elevated frequency of mitochondrial genome loss	AIM29	entrez^yeast
AIM3	Protein interacting with Rvs167p\; null mutant is viable and displays elevated frequency of mitochondrial genome loss	AIM3	entrez^yeast
AIM31	Putative protein of unknown function\; GFP-fusion protein localizes to mitochondria\; may interact with respiratory chain complexes III or IV\; null mutant is viable and displays reduced frequency of mitochondrial genome loss	AIM31	entrez^yeast
AIM32	Putative protein of unknown function\; null mutant is viable and displays elevated frequency of mitochondrial genome loss	AIM32	entrez^yeast
AIM33	Putative protein of unknown function, highly conserved across species and orthologous to human CYB5R4\; null mutant displays reduced frequency of mitochondrial genome loss	AIM33	entrez^yeast
AIM34	Protein of unknown function\; GFP-fusion protein localizes to the mitochondria\; null mutant is viable and displays reduced frequency of mitochondrial genome loss	AIM34	entrez^yeast
AIM36	Protein of unknown function\; null mutant displays reduced respiratory growth and elevated frequency of mitochondrial genome loss\; the authentic, non-tagged protein is detected in purified mitochondria in high-throughput studies	AIM36	entrez^yeast
AIM37	Putative protein of unknown function\; non-tagged protein is detected in purified mitochondria\; null mutant is viable and displays reduced respiratory growth and reduced frequency of mitochondrial genome loss	AIM37	entrez^yeast
AIM38	Putative protein of unknown function\; non-tagged protein is detected in purified mitochondria\; may interact with respiratory chain complex IV\; null mutant is viable and displays reduced frequency of mitochondrial genome loss	AIM38	entrez^yeast
AIM39	Putative protein of unknown function\; null mutant displays elevated frequency of mitochondrial genome loss	AIM39	entrez^yeast
AIM4	Protein proposed to be associated with the nuclear pore complex\; null mutant is viable, displays elevated frequency of mitochondrial genome loss and is sensitive to freeze-thaw stress	AIM4	entrez^yeast
AIM41	Putative protein of unknown function\; the authentic protein is detected in highly purified mitochondria in high-throughput studies\; null mutant displays reduced frequency of mitochondrial genome loss	AIM41	entrez^yeast
AIM42	AIM42	AIM42	entrez^yeast
AIM43	Protein of unknown function\; the authentic, non-tagged protein is detected in purified mitochondria in high-throughput studies\; null mutant displays elevated frequency of mitochondrial genome loss	AIM43	entrez^yeast
AIM44	Protein of unknown function\; GFP-fusion protein localizes to the bud neck\; transcription is regulated by Swi5p\; null mutant displays elevated frequency of mitochondrial genome loss	AIM44	entrez^yeast
AIM45	Protein with similarity to mammalian electron transfer flavoprotein complex subunit ETF-alpha\; interacts with frataxin, Yfh1p\; null mutant displays elevated frequency of mitochondrial genome loss	AIM45	entrez^yeast
AIM46	Putative protein of unknown function\; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies\; null mutant displays elevated frequency of mitochondrial genome loss	AIM46	entrez^yeast
AIM5	Protein of unknown function\; the authentic, non-tagged protein is detected in purified mitochondria in high-throughput studies\; null mutant displays elevated frequency of mitochondrial genome loss	AIM5	entrez^yeast
AIM7	Protein that interacts with Arp2/3 complex to stimulate actin filament debranching and inhibit actin nucleation\; has similarity to Cof1p and also to human glia maturation factor (GMF)\; null mutant displays elevated mitochondrial genome loss	AIM7	entrez^yeast
AIM8	AIM8	AIM8	entrez^yeast
AIM9	Putative protein of unknown function\; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies\; null mutant displays elevated frequency of mitochondrial genome loss	AIM9	entrez^yeast
AIP1	Actin cortical patch component, interacts with the actin depolymerizing factor cofilin\; required to restrict cofilin localization to cortical patches\; contains WD repeats	AIP1	entrez^yeast
AIR1	Zinc knuckle protein, involved in nuclear RNA processing and degradation as a component of the TRAMP complex\; stimulates the poly(A) polymerase activity of Pap2p in vitro\; functionally redundant with Air2p	AIR1	entrez^yeast
AIR2	Zinc knuckle protein, involved in nuclear RNA processing and degredation as a component of the TRAMP complex\; stimulates the poly(A) polymerase activity of Pap2p in vitro\; functionally redundant with Air1p	AIR2	entrez^yeast
AKL1	Ser-Thr protein kinase, member (with Ark1p and Prk1p) of the Ark kinase family\; involved in endocytosis and actin cytoskeleton organization	AKL1	entrez^yeast
AKR1	Palmitoyl transferase involved in protein palmitoylation\; acts as a negative regulator of pheromone response pathway\; required for endocytosis of pheromone receptors\; involved in cell shape control\; contains ankyrin repeats	AKR1	entrez^yeast
AKR2	Ankyrin repeat-containing protein similar to Akr1p\; member of a family of putative palmitoyltransferases containing an Asp-His-His-Cys-cysteine rich (DHHC-CRD) domain\; possibly involved in constitutive endocytosis of Ste3p	AKR2	entrez^yeast
ALB1	Shuttling pre-60S factor\; involved in the biogenesis of ribosomal large subunit\; interacts directly with Arx1p\; responsible for Tif6p recycling defects in absence of Rei1p	ALB1	entrez^yeast
ALD2	Cytoplasmic aldehyde dehydrogenase, involved in ethanol oxidation and beta-alanine biosynthesis\; uses NAD+ as the preferred coenzyme\; expression is stress induced and glucose repressed\; very similar to Ald3p	ALD2	entrez^yeast
ALD3	Cytoplasmic aldehyde dehydrogenase, involved in beta-alanine synthesis\; uses NAD+ as the preferred coenzyme\; very similar to Ald2p\; expression is induced by stress and repressed by glucose	ALD3	entrez^yeast
ALD4	Mitochondrial aldehyde dehydrogenase, required for growth on ethanol and conversion of acetaldehyde to acetate\; phosphorylated\; activity is K+ dependent\; utilizes NADP+ or NAD+ equally as coenzymes\; expression is glucose repressed	ALD4	entrez^yeast
ALD5	Mitochondrial aldehyde dehydrogenase, involved in regulation or biosynthesis of electron transport chain components and acetate formation\; activated by K+\; utilizes NADP+ as the preferred coenzyme\; constitutively expressed	ALD5	entrez^yeast
ALD6	Cytosolic aldehyde dehydrogenase, activated by Mg2+ and utilizes NADP+ as the preferred coenzyme\; required for conversion of acetaldehyde to acetate\; constitutively expressed\; locates to the mitochondrial outer surface upon oxidative stress	ALD6	entrez^yeast
ALE1	Broad-specificity lysophospholipid acyltransferase, part of MBOAT family of membrane-bound O-acyltransferases\; key component of Lands cycle\; may have role in fatty acid exchange at sn-2 position of mature glycerophospholipids	ALE1	entrez^yeast
ALG12	Alpha-1,6-mannosyltransferase localized to the ER\; responsible for the addition of the alpha-1,6 mannose to dolichol-linked Man7GlcNAc2, acts in the dolichol pathway for N-glycosylation	ALG12	entrez^yeast
ALG3	ALG3	ALG3	entrez^yeast
ALG5	ALG5	ALG5	entrez^yeast
ALG6	Alpha 1,3 glucosyltransferase, involved in transfer of oligosaccharides from dolichyl pyrophosphate to asparagine residues of proteins during N-linked protein glycosylation\; mutations in human ortholog are associated with disease	ALG6	entrez^yeast
ALG8	Glucosyl transferase, involved in N-linked glycosylation\; adds glucose to the dolichol-linked oligosaccharide precursor prior to transfer to protein during lipid-linked oligosaccharide biosynthesis\; similar to Alg6p	ALG8	entrez^yeast
ALG9	Mannosyltransferase, involved in N-linked glycosylation\; catalyzes the transfer of mannose from Dol-P-Man to lipid-linked oligosaccharides\; mutation of the human ortholog causes type 1 congenital disorders of glycosylation	ALG9	entrez^yeast
ALK1	Protein kinase\; accumulation and phosphorylation are periodic during the cell cycle\; phosphorylated in response to DNA damage\; contains characteristic motifs for degradation via the APC pathway\; similar to Alk2p and to mammalian haspins	ALK1	entrez^yeast
ALK2	Protein kinase\; accumulation and phosphorylation are periodic during the cell cycle\; phosphorylated in response to DNA damage\; contains characteristic motifs for degradation via the APC pathway\; similar to Alk1p and to mammalian haspins	ALK2	entrez^yeast
ALP1	Arginine transporter\; expression is normally very low and it is unclear what conditions would induce significant expression	ALP1	entrez^yeast
ALR2	Probable Mg(2+) transporter\; overexpression confers increased tolerance to Al(3+) and Ga(3+) ions\; plays a role in regulating Ty1 transposition	ALR2	entrez^yeast
ALT1	Alanine transaminase (glutamic pyruvic transaminase)\; involved in alanine biosynthetic and catabolic processes\; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies	ALT1	entrez^yeast
ALT2	ALT2	ALT2	entrez^yeast
ALY1	Protein proposed to regulate the endocytosis of plasma membrane proteins by recruiting the ubiquitin ligase Rsp5p to its target in the plasma membrane\; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm	ALY1	entrez^yeast
ALY2	Protein proposed to regulate the endocytosis of plasma membrane proteins\; interacts with the cyclin Pcl7p and ubiquitin ligase Rsp5p\; phosphorylated by the cyclin-CDK complex, Pcl7p-Pho85p\; mRNA is cell cycle regulated, peaking in M phase	ALY2	entrez^yeast
AMA1	Activator of meiotic anaphase promoting complex (APC/C)\; Cdc20p family member\; required for initiation of spore wall assembly\; required for Clb1p degradation during meiosis	AMA1	entrez^yeast
AMD1	AMP deaminase, tetrameric enzyme that catalyzes the deamination of AMP to form IMP and ammonia\; may be involved in regulation of intracellular adenine nucleotide pools	AMD1	entrez^yeast
AMD2	AMD2	AMD2	entrez^yeast
AML1	AML1	AML1	entrez^yeast
AMN1	Protein required for daughter cell separation, multiple mitotic checkpoints, and chromosome stability\; contains 12 degenerate leucine-rich repeat motifs\; expression is induced by the Mitotic Exit Network (MEN)	AMN1	entrez^yeast
AMS1	Vacuolar alpha mannosidase, involved in free oligosaccharide (fOS) degradation\; delivered to the vacuole in a novel pathway separate from the secretory pathway	AMS1	entrez^yeast
ANB1	Translation elongation factor eIF-5A, previously thought to function in translation initiation\; similar to and functionally redundant with Hyp2p\; undergoes an essential hypusination modification\; expressed under anaerobic conditions	ANB1	entrez^yeast
ANP1	Subunit of the alpha-1,6 mannosyltransferase complex\; type II membrane protein\; has a role in retention of glycosyltransferases in the Golgi\; involved in osmotic sensitivity and resistance to aminonitrophenyl propanediol	ANP1	entrez^yeast
ANR2	ANR2	ANR2	entrez^yeast
ANS1	Putative protein of unknown function\; transcription dependent upon Azf1p	ANS1	entrez^yeast
ANT1	Peroxisomal adenine nucleotide transporter\; involved in beta-oxidation of medium-chain fatty acid\; required for peroxisome proliferation	ANT1	entrez^yeast
APA1	Diadenosine 5\',5\'\'-P1,P4-tetraphosphate phosphorylase I (AP4A phosphorylase), involved in catabolism of bis(5\'-nucleosidyl) tetraphosphates\; has similarity to Apa2p	APA1	entrez^yeast
APA2	Diadenosine 5\',5\'\'-P1,P4-tetraphosphate phosphorylase II (AP4A phosphorylase), involved in catabolism of bis(5\'-nucleosidyl) tetraphosphates\; has similarity to Apa1p	APA2	entrez^yeast
APC9	APC9	APC9	entrez^yeast
APD1	Protein of unknown function, required for normal localization of actin patches and for normal tolerance of sodium ions and hydrogen peroxide\; localizes to both cytoplasm and nucleus	APD1	entrez^yeast
APE2	Aminopeptidase yscII\; may have a role in obtaining leucine from dipeptide substrates\; sequence coordinates have changed since RT-PCR analysis showed that the adjacent ORF YKL158W comprises the 5\' exon of APE2/YKL157W	APE2	entrez^yeast
APE3	APE3	APE3	entrez^yeast
APJ1	Putative chaperone of the HSP40 (DNAJ) family\; overexpression interferes with propagation of the [Psi+] prion\; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies	APJ1	entrez^yeast
APL1	Beta-adaptin, large subunit of the clathrin associated protein complex (AP-2)\; involved in vesicle mediated transport\; similar to mammalian beta-chain of the clathrin associated protein complex	APL1	entrez^yeast
APL2	Beta-adaptin, large subunit of the clathrin-associated protein (AP-1) complex\; binds clathrin\; involved in clathrin-dependent Golgi protein sorting	APL2	entrez^yeast
APL3	Alpha-adaptin, large subunit of the clathrin associated protein complex (AP-2)\; involved in vesicle mediated transport	APL3	entrez^yeast
APL4	Gamma-adaptin, large subunit of the clathrin-associated protein (AP-1) complex\; binds clathrin\; involved in vesicle mediated transport	APL4	entrez^yeast
APL5	Delta adaptin-like subunit of the clathrin associated protein complex (AP-3)\; functions in transport of alkaline phosphatase to the vacuole via the alternate pathway, suppressor of loss of casein kinase 1 function	APL5	entrez^yeast
APL6	Beta3-like subunit of the yeast AP-3 complex\; functions in transport of alkaline phosphatase to the vacuole via the alternate pathway\; exists in both cytosolic and peripherally associated membrane-bound pools	APL6	entrez^yeast
APM1	Mu1-like medium subunit of the clathrin-associated protein complex (AP-1)\; binds clathrin\; involved in clathrin-dependent Golgi protein sorting	APM1	entrez^yeast
APM2	Protein of unknown function, homologous to the medium chain of mammalian clathrin-associated protein complex\; involved in vesicular transport	APM2	entrez^yeast
APM3	Mu3-like subunit of the clathrin associated protein complex (AP-3)\; functions in transport of alkaline phosphatase to the vacuole via the alternate pathway	APM3	entrez^yeast
APM4	Mu2-like subunit of the clathrin associated protein complex (AP-2)\; involved in vesicle transport	APM4	entrez^yeast
APN1	Major apurinic/apyrimidinic endonuclease, 3\'-repair diesterase involved in repair of DNA damage by oxidation and alkylating agents\; also functions as a 3\'-5\' exonuclease to repair 7,8-dihydro-8-oxodeoxyguanosine	APN1	entrez^yeast
APN2	Class II abasic (AP) endonuclease involved in repair of DNA damage\; homolog of human HAP1 and E. coli exoIII	APN2	entrez^yeast
APP1	Protein of unknown function, interacts with Rvs161p and Rvs167p\; computational analysis of protein-protein interactions in large-scale studies suggests a possible role in actin filament organization	APP1	entrez^yeast
APQ12	Protein required for nuclear envelope morphology, nuclear pore complex localization, mRNA export from the nucleus\; exhibits synthetic lethal genetic interactions with genes involved in lipid metabolism	APQ12	entrez^yeast
APS1	Small subunit of the clathrin-associated adaptor complex AP-1, which is involved in protein sorting at the trans-Golgi network\; homolog of the sigma subunit of the mammalian clathrin AP-1 complex	APS1	entrez^yeast
APS2	Small subunit of the clathrin-associated adaptor complex AP-2, which is involved in protein sorting at the plasma membrane\; related to the sigma subunit of the mammalian plasma membrane clathrin-associated protein (AP-2) complex	APS2	entrez^yeast
APS3	Small subunit of the clathrin-associated adaptor complex AP-3, which is involved in vacuolar protein sorting\; related to the sigma subunit of the mammalian clathrin AP-3 complex\; suppressor of loss of casein kinase 1 function	APS3	entrez^yeast
APT2	Apparent pseudogene, not transcribed or translated under normal conditions\; encodes a protein with similarity to adenine phosphoribosyltransferase, but artificially expressed protein exhibits no enzymatic activity	APT2	entrez^yeast
AQR1	Plasma membrane multidrug transporter of the major facilitator superfamily, confers resistance to short-chain monocarboxylic acids and quinidine\; involved in the excretion of excess amino acids	AQR1	entrez^yeast
AQY1	Spore-specific water channel that mediates the transport of water across cell membranes, developmentally controlled\; may play a role in spore maturation, probably by allowing water outflow, may be involved in freeze tolerance	AQY1	entrez^yeast
AQY2	Water channel that mediates the transport of water across cell membranes, only expressed in proliferating cells, controlled by osmotic signals, may be involved in freeze tolerance\; disrupted by a stop codon in many S. cerevisiae strains	AQY2	entrez^yeast
ARA1	NADP+ dependent arabinose dehydrogenase, involved in carbohydrate metabolism\; purified as homodimer\; naturally occurs with a N-terminus degradation product	ARA1	entrez^yeast
ARA2	NAD-dependent arabinose dehydrogenase, involved in biosynthesis of dehydro-D-arabinono-1,4-lactone\; similar to plant L-galactose dehydrogenase	ARA2	entrez^yeast
ARC1	Protein that binds tRNA and methionyl- and glutamyl-tRNA synthetases (Mes1p and Gus1p), delivering tRNA to them, stimulating catalysis, and ensuring their localization to the cytoplasm\; also binds quadruplex nucleic acids	ARC1	entrez^yeast
ARC18	ARC18	ARC18	entrez^yeast
